Rk,Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,FT/FGA,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_FT/FGA
315,2010-11,MIL,NBA,82,35,47,.427,-0.84,-0.17,-1.02,89.8,101.6,102.5,.467,0.511,13.0,24.7,0.217,.481,0.528,14.7,25.2,0.236
316,2010-11,MIA*,NBA,82,58,24,.707,7.46,-0.71,6.76,90.9,111.7,103.5,.524,0.573,13.5,25.2,0.279,.475,0.518,12.6,24.5,0.223
317,2010-11,MEM*,NBA,82,46,36,.561,2.34,0.20,2.55,91.9,107.6,105.1,.493,0.534,13.0,28.9,0.218,.502,0.545,15.7,27.5,0.228
318,2010-11,LAL*,NBA,82,57,25,.695,6.11,-0.10,6.01,90.7,111.0,104.3,.502,0.545,12.3,29.2,0.228,.477,0.514,12.8,27.7,0.181
319,2010-11,LAC,NBA,82,32,50,.390,-3.13,0.42,-2.71,92.8,105.3,108.7,.496,0.535,15.1,28.4,0.234,.499,0.546,12.8,26.8,0.250
320,2010-11,IND*,NBA,82,37,45,.451,-1.07,-0.30,-1.38,94.7,104.8,106.0,.486,0.533,14.1,25.9,0.235,.487,0.531,12.8,25.9,0.237
321,2010-11,HOU,NBA,82,43,39,.524,2.18,0.19,2.37,94.2,111.3,109.0,.503,0.550,12.3,27.4,0.239,.500,0.543,12.6,27.3,0.219
322,2010-11,GSW,NBA,82,36,46,.439,-2.33,0.33,-2.00,94.8,108.2,110.7,.510,0.544,13.3,26.7,0.183,.509,0.557,14.5,30.7,0.259
323,2010-11,DET,NBA,82,30,52,.366,-3.60,-0.18,-3.78,89.2,107.7,111.7,.495,0.533,12.5,27.4,0.206,.526,0.567,13.8,27.9,0.235
324,2010-11,DEN*,NBA,82,50,32,.610,4.76,0.05,4.81,95.6,112.3,107.3,.526,0.574,13.1,23.9,0.281,.500,0.542,12.7,24.6,0.224
325,2010-11,DAL*,NBA,82,57,25,.695,4.23,0.18,4.41,91.3,109.7,105.0,.525,0.565,13.6,24.1,0.222,.488,0.528,13.0,25.2,0.206
326,2010-11,CLE,NBA,82,19,63,.232,-9.01,0.14,-8.88,93.0,102.2,111.8,.472,0.518,13.4,24.2,0.233,.524,0.561,12.7,26.7,0.211
327,2010-11,CHI*,NBA,82,62,20,.756,7.32,-0.79,6.53,90.4,108.3,100.3,.501,0.541,13.5,29.4,0.227,.463,0.509,13.6,23.8,0.222
328,2010-11,CHA,NBA,82,34,48,.415,-4.00,-0.08,-4.08,89.6,103.4,107.8,.482,0.528,14.1,25.7,0.237,.500,0.544,12.9,24.8,0.229
329,2010-11,BOS*,NBA,82,56,26,.683,5.37,-0.54,4.83,90.4,106.2,100.3,.519,0.561,14.5,21.1,0.235,.469,0.516,14.8,25.3,0.235
330,2010-11,ATL*,NBA,82,44,38,.537,-0.82,-0.28,-1.10,89.3,106.1,107.0,.501,0.542,13.5,23.4,0.209,.495,0.537,12.3,25.4,0.211
331,2009-10,WAS,NBA,82,26,56,.317,-4.78,0.06,-4.72,91.6,104.2,109.4,.481,0.524,13.9,27.6,0.216,.502,0.546,12.8,27.6,0.239
332,2009-10,UTA*,NBA,82,53,29,.646,5.34,-0.01,5.33,93.8,110.7,105.0,.524,0.565,14.2,26.8,0.252,.492,0.542,14.2,24.4,0.269
333,2009-10,TOR,NBA,82,40,42,.488,-1.78,-0.05,-1.83,93.1,111.3,113.2,.521,0.564,12.7,24.7,0.244,.513,0.559,11.8,27.1,0.247
334,2009-10,SAS*,NBA,82,50,32,.610,5.09,-0.02,5.07,91.7,110.0,104.5,.515,0.552,12.9,26.8,0.219,.483,0.525,12.1,23.7,0.214
335,2009-10,SAC,NBA,82,25,57,.305,-4.37,0.30,-4.06,94.0,105.3,109.9,.491,0.528,13.6,27.8,0.207,.505,0.550,12.6,26.5,0.244
336,2009-10,POR*,NBA,82,50,32,.610,3.30,-0.13,3.18,87.7,110.8,107.1,.499,0.547,12.1,28.2,0.249,.502,0.542,13.3,25.2,0.219
337,2009-10,PHO*,NBA,82,54,28,.659,4.90,-0.23,4.67,95.3,115.3,110.2,.546,0.585,13.6,27.6,0.240,.491,0.533,11.6,29.2,0.224
338,2009-10,PHI,NBA,82,27,55,.329,-3.90,-0.03,-3.93,91.6,106.1,110.3,.496,0.534,13.7,27.6,0.204,.518,0.560,13.8,26.8,0.231
339,2009-10,ORL*,NBA,82,59,23,.720,7.49,-0.37,7.12,92.0,111.4,103.3,.536,0.573,13.6,24.6,0.246,.477,0.518,12.2,22.6,0.205
340,2009-10,OKC*,NBA,82,50,32,.610,3.49,0.06,3.55,93.1,108.3,104.6,.494,0.547,13.9,28.6,0.268,.483,0.528,14.0,26.4,0.229
341,2009-10,NYK,NBA,82,29,53,.354,-3.82,-0.19,-4.01,94.0,107.6,111.6,.509,0.547,13.0,23.5,0.200,.526,0.561,13.3,27.9,0.207
342,2009-10,NOH,NBA,82,37,45,.451,-2.46,0.19,-2.27,92.6,107.4,110.1,.506,0.543,12.7,24.8,0.189,.523,0.558,13.5,26.2,0.205
343,2009-10,NJN,NBA,82,12,70,.146,-9.12,0.19,-8.93,91.4,100.6,110.5,.458,0.509,13.7,25.1,0.240,.517,0.556,13.3,28.2,0.229
344,2009-10,MIN,NBA,82,15,67,.183,-9.60,0.54,-9.06,96.1,101.7,111.6,.478,0.518,14.6,26.7,0.207,.525,0.564,13.0,26.4,0.220
345,2009-10,MIL*,NBA,82,46,36,.561,1.70,-0.32,1.37,91.7,104.9,103.1,.482,0.518,12.3,26.2,0.181,.486,0.537,14.6,23.6,0.266
346,2009-10,MIA*,NBA,82,47,35,.573,2.28,-0.29,1.99,89.6,106.6,104.1,.496,0.537,12.8,26.1,0.223,.480,0.527,13.9,25.1,0.246
347,2009-10,MEM,NBA,82,40,42,.488,-1.51,0.13,-1.39,93.6,108.3,109.9,.494,0.536,13.7,31.3,0.235,.520,0.556,13.2,26.7,0.205
348,2009-10,LAL*,NBA,82,57,25,.695,4.72,0.06,4.78,92.8,108.8,103.7,.496,0.538,12.4,27.6,0.221,.484,0.522,13.2,25.6,0.195
349,2009-10,LAC,NBA,82,29,53,.354,-6.35,0.34,-6.01,92.6,103.3,110.1,.491,0.529,14.8,27.1,0.206,.509,0.548,12.2,26.0,0.214
350,2009-10,IND,NBA,82,32,50,.390,-3.01,-0.10,-3.11,97.1,103.7,106.8,.491,0.536,13.8,21.6,0.229,.490,0.538,13.4,27.0,0.258
351,2009-10,HOU,NBA,82,42,40,.512,-0.37,0.35,-0.02,94.0,107.6,108.0,.494,0.537,13.2,26.9,0.225,.511,0.550,13.6,26.2,0.215
352,2009-10,GSW,NBA,82,26,56,.317,-3.60,0.32,-3.28,100.4,108.1,111.7,.514,0.557,13.1,20.9,0.230,.525,0.570,15.1,31.5,0.260
353,2009-10,DET,NBA,82,27,55,.329,-5.11,0.09,-5.02,88.5,105.6,111.4,.474,0.515,12.8,30.3,0.220,.526,0.572,14.2,26.6,0.264
354,2009-10,DEN*,NBA,82,53,29,.646,4.09,0.06,4.15,94.8,111.8,107.5,.509,0.561,12.7,26.1,0.290,.495,0.542,13.8,27.6,0.251
355,2009-10,DAL*,NBA,82,55,27,.671,2.72,-0.06,2.66,92.5,109.2,106.3,.506,0.552,12.3,24.3,0.226,.495,0.534,13.6,26.3,0.206
356,2009-10,CLE*,NBA,82,61,21,.744,6.52,-0.36,6.17,91.4,111.2,104.1,.532,0.570,13.4,25.1,0.246,.482,0.524,12.3,22.8,0.218
357,2009-10,CHI*,NBA,82,41,41,.500,-1.63,0.00,-1.64,93.1,103.5,105.3,.477,0.520,13.3,26.6,0.217,.484,0.525,12.3,25.2,0.212
358,2009-10,CHA*,NBA,82,44,38,.537,1.46,-0.17,1.30,90.4,104.4,102.8,.490,0.538,15.1,26.5,0.260,.491,0.528,14.7,25.8,0.194
359,2009-10,BOS*,NBA,82,50,32,.610,3.66,-0.29,3.37,91.6,107.7,103.8,.522,0.564,14.5,22.8,0.248,.487,0.534,14.9,26.2,0.251
